,,,,,,,,,
Pre-hit context,Hit string,Post-hit context,File name,Transcript ID,Speaker ID,Speaker gender,Speaker role,Speaker native speaker status,
"right and of course i knew about it, but i'm sitting in this room with thirty other, students my age",like,"friends of mine French kids watching this movie and it was so, tense and i don't know if i was overi", Multicultural Issues in Education Student Presentations ,STP285SU013,S2,F,SU,NS,
   right exactly  exactly but,like,", the thing is that like in what viruses do is that, how they take over is the fact is that they can", Intro Biology Study Group ,SGR175MU126,S1,F,SU,NS,
"tle-Y equals to the growth rate of big-Y, minus ch- growth rate of L minus growth of B. so i kind of",like,"change around. mhm. now i mug- change change it first and then take loss. but, that's the same thing", Economics Discussion Section ,DIS280SU058,S1,F,SG,NNS,
e     just,like,throw  in  (xx)    , American Family Group Project Meeting ,SGR565SU144,S4,F,SU,NS,
ht?   i have some  if,like,you see     , American Family Group Project Meeting ,SGR565SU144,S2,F,SU,NS,
"ing and that being the driving force in in making this more of an urban state. um, but i almost feel",like,"you really need to, you know in order to accomplish that, it's somewhat set back as well wh- whereas", Architecture Critiques ,STP125JG050,S5,M,JF,NS,
"at individual thing. um, and he proposes, a number of different solutions to this. and this what i'd",like,"to, to discuss in small groups about how, plausible each of these solutions is. okay, so, around abo", First Year Philosophy Seminar ,SEM475JU084,S1,F,JF,NS,
" we're doing (xx) well i stand in the back so no one sees me anyways and i'm just like um, i'm gonna",like,", stand up for a minute   yeah", Astronomy Peer Tutorial ,OFC150MU042,S5,F,SU,NS,
"  so, would you",like,"to start, Mrs Dickerson?   well", Career Planning and Placement Workshop ,COL999MG053,S3,M,SF,NRN,
  so what i said was wrong? ,like,there's no     , Biochemistry Study Group ,SGR175SU123,S2,M,SU,NS,
  male bonding like just a bunch of guys sitting together,like,screaming (xx)   okay male bond, Media Impact in Communication Lecture ,LEL220SU073,S10,M,SU,NS,
". i really wanted to let them, push it in the direction that felt like it made sense to them. i feel",like,i've got a group that's really thoughtful about  these things.  and i want them, Graduate Education Advising ,OFC285SG135,S1,M,SG,NS,
" they_ immediately i think they got this picture of all of us you know with like, big signs you know",like,"women rule  and, like plotting like this big, you know massive attack on", Women in Science Conference Panel ,COL999MX040,S10,F,JG,NS,
"  cuz n- like g- if you set it for lower, i- i-",like,"you can do like more the s- even (in) the same day it like you just get like, you get used to it.  ", Astronomy Peer Tutorial ,OFC150MU042,S4,M,SU,NS,
d see what happens.   i'm gonna,like,", hang over your shoulder  for a second.   ", Astronomy Peer Tutorial ,OFC150MU042,S1,F,SU,NS,
like pulling the bananas out or whatever  and like helping them,like,"it's not quality in s- in maybe enjoyment level but it's quality in like, they know that they're imp", American Family Group Project Meeting ,SGR565SU144,S1,F,SU,NS,
  and everyone's like yeah yeah yeah. i mean i couldn't even i'm,like,"well, you know just like there are people that think that about America you know i mean, they wanna ", Graduate French Cinema Seminar ,SEM545MG083,S1,F,JG,NS,
   mkay. i,like,it. i like it.   cool.   , Math Study Group ,SGR385SU057,S1,M,SU,NS,
" economic position and your skin color all, glommed together. so, Dubois and some other sociologists",like,"to refer to the American, uh racial system as also a caste system, because it determines so many thi", Black Media Student Presentations ,STP095SU139,S1,F,SF,NS,
  you need something that's not gonna have the introns and M-R_ once M-R-N-A is made it doesn't_ it,like,"the introns are already spliced out. so if you use R, reverse transcriptinase or  whatever", Intro Biology Study Group ,SGR175MU126,S5,F,JU,NS,
"  i should do this more often, like it's, it's harder  when when she's",like,", o- over there.   i don't th", Biology of Birds Field Lab ,LAB175SU026,SU-f,F,SU,NS,
 two steps yeah.   and you just,like,", if it says one it's two,  if it says two it's one.    ", Organic Chemistry Study Group ,SGR200JU125,S4,M,JU,NS,
"ly working i mean, people might make seventeen dollars an hour but that's not gonna be s- status quo",like,"during that time and i'm just wondering like, when are all these people gonna realize that they're g", Principles in Sociology Lecture ,LEL565SU064,S6,F,SU,NS,
ow they their mathematical abilities so far surpass their verbal abilities that you know they've got,like,"these little puny parts of their right brain or something. but, whatever the reason, we'll say that ", Cognitive Psychology Research Lab ,LAB500SU089,S1,M,SG,NS,
a way   um okay well it's about,like,malls moving into wealthy areas  and  um... and where they do like the_ changes, Anthropology of American Cities Office Hours ,OFC115SU060,S1,M,SU,NS,
"ooks like this. which, you can see that there's a difference there and the next year something sorta",like,"this. and at that point, what do you do? and at this point, the nutrients are all leached out of the", Ecological Agriculture Colloquium ,COL425MX075,S2,M,SF,NS,
  oh. okay that's why i didn't understand the difference,like,what's the difference  between    , Intro Biology Study Group ,SGR175MU126,S5,F,JU,NS,
"with those resources as we can. one of the, problematic things to try and explain about institutions",like,ours is that when we're efficient it doesn't mean that we're gonna cut costs. it doesn't mean that w, Provost Public Lecture ,COL999MX036,S2,F,SF,NS,
"  if you go, uh  Winbook or something like that, like wi-",like,"W I N book, i think they have cheap laptops for like a thousand dollars. not bad but   ", Media Union Service Encounters ,SVC999MX104,S3,F,SU,NRN,
"to the cell, it goes through transcription to make R-N-A. right? and this R-N-A, won't, i- depending",like,", this is what i i kind of don't understand right here is that like, okay you have R-N-A, right? you", Intro Biology Study Group ,SGR175MU126,S1,F,SU,NS,
"my professor on North Campus about it. and i told her what i was interested in doing, and then i was",like,"could i use the research? and she was like_ cuz there's several different parcels of research like, ", Senior Thesis Study Group ,SGR999SU146,S2,F,SU,NS,
"n the region where you are. okay so you have this kind of system, you have um, other type of systems",like,"like, uh this is an agroforestry system similar to the one that John show you before. very diverse t", Ecological Agriculture Colloquium ,COL425MX075,S3,F,SF,NNS,
"  well, i mean over time they're like, yeah i'll uh, okay they're conservative so, they're",like,", they just kinda, say stuff like liberals don't really know what they're talking about and that kin", Intro to American Politics Discussion Section ,DIS495JU119,S5,M,JU,NS,
", they feel dread, they feel scared, they feel nervous all the time. and so a good test of something",like,"anxiety, is going to target all of those. and that's what content validity is is it asks about all o", Intro to Psychopathology Lecture ,LES500SU102,S1,F,JF,NS,
"  what about the f- what about the fact that like, single mothers,",like,the differences between the single mothers and single fathers like i is that what we expect in_ yeah, American Family Group Project Meeting ,SGR565SU144,S2,F,SU,NS,
"   sometimes, sometimes like  fundamental particles have, seem to have wave-",like,"properties and sometimes they seem to have, particle-like properties depending on the circumstances.", Objectivism Student Group ,SGR999MX115,S3,M,SG,NS,
" some areas, they did reintroductions, uh of young birds, in many areas it only took good protection",like,"in the state of Michigan, the, uh national, uh ban on D-D-T along with good protection, um around th", Biology of Birds Lecture ,LES175SU028,S1,F,SF,NS,
 something like pornography is really for the man's eye and erotica's for the woman's eye ,like," you don't, like most pornography women are like looking at the audience and they're like"," Sex, Gender, and the Body Lecture ",LES565SU137,S4,F,SU,NS,
    i'm,like,oh i love this song     , American Family Group Project Meeting ,SGR565SU144,S2,F,SU,NS,
 gradient.    that's when,like,hydrogen pumps out  and  stuff pumps in.   , Biochemistry Study Group ,SGR175SU123,S2,M,SU,NS,
"  okay can you say that like either to the board or, so that",like,", everyone can benefit from the wisdom that you and Hilary just gained?   ", Organic Chemistry Study Group ,SGR200JU125,S1,F,JU,NS,
"  in, in, in the environment,  i",like,"that,  yeah that's good.     ", Behavior Theory Management Lecture ,LEL185SU066,S28,F,SU,NS,
"lways have to look  basal and become familiar with this, um sort of oddly sh- it's almost",like,"a maple, you know like a, sloppy maple shaped leaf. very pubescent, um but make sure you look at the", Spring Ecosystems Lecture ,LES425SU093,S1,F,JF,NS,
"?   of complex, three. if i was",like,"its own, entity.    ", Biochemistry Study Group ,SGR175SU123,S3,M,SU,NS,
"get it. now you know how to get it, and when you grow your hedge, you'll know what to do. hedges are",like,", fences. what do fences do in our landscapes? fences, block, the view, so if we have a view that we", Practical Botany Lecture ,LEL175JU086,S1,M,SF,NS,
"y seem safe. that that's, that's the dessert. you have to get, the other stuff first. what would you",like,to talk about next? yes?   , History Review Discussion Section ,DIS315JU101,S1,M,SF,NS,
   cuz it seemed separate  but now it  seems ,like,",  okay   ", Biochemistry Study Group ,SGR175SU123,S2,M,SU,NS,
"that's like, being shoved from one to the other. you  know  what i'm saying? so",like,", i feel like this doesn't affect higher life forms but it's something_ i i think that you just pret", Intro Biology Study Group ,SGR175MU126,S1,F,SU,NS,
"ff my next lecture then the next hour with those themes, and then move on from there. so, be back by",like,ten after.   {END OF TRANSCRIPT}       , Intro Biology First Day Lecture ,LEL175MU014,S1,M,JF,NS,
hey're a good reflection. in classes where i've gotten you know like a a B-minus or something i feel,like,"i've learned far, more over the course of the class than perhaps something where i went in with, kno", Behavior Theory Management Lecture ,LEL185SU066,S33,F,SU,NS,
w   maybe i could go type it at,like,"Angell or something and i could, ask those people those little guys in the computer center  ", American Family Group Project Meeting ,SGR565SU144,S1,F,SU,NS,
